JobId, User, Release, TagSet, Status, DataSet, Dir
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/clucas/ICF/automated/2012_06_13_21_23_09
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/clucas/ICF/automated/2013_02_06_08_55_29
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/clucas/ICF/automated/2013_02_06_16_42_36
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/clucas/ICF/automated/2013_02_06_17_24_14
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/clucas/ICF/automated/2013_03_25_12_01_14
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/clucas/ICF/automated/2013_06_11_17_24_43
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/clucas/ICF/automated/2013_06_12_10_20_56
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/clucas/ICF/automated/2013_06_21_14_01_08
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/clucas/ICF/automated/2013_06_24_10_03_13
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/clucas/ICF/automated/2013_06_25_23_10_24
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/dburton/WJet_Skim
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/dburton/WJet_Skim_v2
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/georgia/ICF/automated/2013_02_07_12_21_04
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/henning/ICF/automated
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/karage/ICF/automated/2013_07_09_16_36_07
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/mstoye/ICF/automated/2013_04_04_15_53_56
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/mstoye/ICF/automated/2013_04_08_14_39_56
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/samples/montecarlo/Summer11/2011_10_10_13_33_29
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/samples/montecarlo/Summer11/2011_10_27_12_44_45
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/samples/montecarlo/Summer11/2012_01_16_10_05_06
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/samples/montecarlo/Summer11/2012_01_16_10_13_13
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/samples/montecarlo/Summer11/2012_01_16_10_32_36
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/samples/montecarlo/Summer11/2012_03_06_15_01_38
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/samples/montecarlo/V15_03_19
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/samr/ICF/automated
