JobId, User, Release, TagSet, Status, DataSet, Dir
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/yeshaq/ICF/automated/2012_09_17_15_14_01
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/yeshaq/ICF/automated/2012_09_26_22_28_17
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/yeshaq/ICF/automated/2013_02_09_21_54_37
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/yeshaq/madgraph_sms
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/zmeng/SMS-T2bw-smallScan_FastSim-x-0p25to0p75-Mstop-120to500_mLSP-0to200_8TeV-Pythia6Z
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/zmeng/SMS-T2bw-smallScan_FastSim_025_500_100_Ntuple
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/zmeng/SMS-T2bw-smallScan_FastSim_05_200_0_Ntuple
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/zmeng/SMS-T2bw-smallScan_FastSim_05_350_50_Ntuple
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/zmeng/SMS-T2bw-smallScan_FastSim_075_120_0_Ntuple
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/zmeng/SMS-T2bw-smallScan_FastSim_075_150_30_Ntuple
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/zmeng/SMS-T2bw-smallScan_FastSim_075_350_50_Ntuple
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/zmeng/SMS-T2bw-smallScan_FullSim-x-0p25to0p75-Mstop-120to500_mLSP-0to200_8TeV-Pythia6Z
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/zmeng/SMS-T2tt-smallScan_FastSim-Mstop-200to500_mLSP-0to200_8TeV-Pythia6Z
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/zmeng/SMS-T2tt-smallScan_FastSim_200_0_Ntuple
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/zmeng/SMS-T2tt-smallScan_FastSim_350_100_Ntuple
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/zmeng/SMS-T2tt-smallScan_FastSim_350_50_Ntuple
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/zmeng/SMS-T2tt-smallScan_FastSim_500_100_Ntuple
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/zmeng/SMS-T2tt-smallScan_FastSim_500_200_Ntuple
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/zmeng/SMS-T2tt-smallScan_FastSim_500_50_Ntuple
JobId User Release TagSet Status DataSet /pnfs/cms/WAX/11/store/user/lpcsusyra1/zmeng/SMS-T2tt-smallScan_FullSim-Mstop-200to500_mLSP-0to200_8TeV-Pythia6Z
